timestamp,name,symbol,price
1720523245,Bitcoin,BTC,57408.2745219685637701
1720523245,Ethereum,ETH,3080.2619936045301413
1720523245,Dogecoin,DOGE,0.1081918879840809
1720523245,Cardano,ADA,0.3732503528901504
1720523245,TRON,TRX,0.1289245903267773
1720523245,Polkadot,DOT,6.0959605616187007
1720523245,Litecoin,LTC,65.9138287140398793
1720523245,Stellar,XLM,0.0880369859758434
1720523245,EOS,EOS,0.5176296106424739
1720523277,Bitcoin,BTC,57408.2745219685637701
1720523277,Ethereum,ETH,3080.2619936045301413
1720523277,Dogecoin,DOGE,0.1081918879840809
1720523277,Cardano,ADA,0.3732503528901504
1720523277,TRON,TRX,0.1289245903267773
1720523277,Polkadot,DOT,6.0959605616187007
1720523277,Litecoin,LTC,65.9138287140398793
1720523277,Stellar,XLM,0.0880369859758434
1720523277,EOS,EOS,0.5176296106424739
1720523307,Bitcoin,BTC,57408.4069995573243740
1720523307,Ethereum,ETH,3079.7984082621074223
1720523307,Dogecoin,DOGE,0.1081857248691234
1720523307,Cardano,ADA,0.3732434074163629
1720523307,TRON,TRX,0.1289083320289900
1720523307,Polkadot,DOT,6.0955496689548017
1720523307,Litecoin,LTC,65.8994884690377333
1720523307,Stellar,XLM,0.0880312075266086
1720523307,EOS,EOS,0.5175500965225829
1720523338,Bitcoin,BTC,57401.1758328461328052
1720523338,Ethereum,ETH,3079.5468242302519362
1720523338,Dogecoin,DOGE,0.1081499410648000
1720523338,Cardano,ADA,0.3731722234287762
1720523338,TRON,TRX,0.1288963400708809
1720523338,Polkadot,DOT,6.0930558935874684
1720523338,Litecoin,LTC,65.8618987151673807
1720523338,Stellar,XLM,0.0880332751045342
1720523338,EOS,EOS,0.5175040192632787
1720523368,Bitcoin,BTC,57402.4081245593670958
1720523368,Ethereum,ETH,3079.5033598285169070
1720523368,Dogecoin,DOGE,0.1081340399748678
1720523368,Cardano,ADA,0.3731526596258490
1720523368,TRON,TRX,0.1289067665061669
1720523368,Polkadot,DOT,6.0928880759913741
1720523368,Litecoin,LTC,65.8467890416719124
1720523368,Stellar,XLM,0.0880228640793895
1720523368,EOS,EOS,0.5172896922346607
1720523399,Bitcoin,BTC,57400.6978716426043543
1720523399,Ethereum,ETH,3079.4618620038311234
1720523399,Dogecoin,DOGE,0.1081297750501377
1720523399,Cardano,ADA,0.3731583067380496
1720523399,TRON,TRX,0.1289256863974092
1720523399,Polkadot,DOT,6.0933418379276056
1720523399,Litecoin,LTC,65.8474214461044817
1720523399,Stellar,XLM,0.0880177362303703
1720523399,EOS,EOS,0.5173035234568758
1720523429,Bitcoin,BTC,57391.4396338063885257
1720523429,Ethereum,ETH,3079.0742152179650734
1720523429,Dogecoin,DOGE,0.1081180055140565
1720523429,Cardano,ADA,0.3732041806848204
1720523429,TRON,TRX,0.1289292909836999
1720523429,Polkadot,DOT,6.0944371690854671
1720523429,Litecoin,LTC,65.8473195612683542
1720523429,Stellar,XLM,0.0880241818987096
1720523429,EOS,EOS,0.5172116845230221
1720523460,Bitcoin,BTC,57380.4449795996286282
1720523460,Ethereum,ETH,3077.8515085733119654
1720523460,Dogecoin,DOGE,0.1081029464538324
1720523460,Cardano,ADA,0.3731720892358019
1720523460,TRON,TRX,0.1289304167063332
1720523460,Polkadot,DOT,6.0874680747727842
1720523460,Litecoin,LTC,65.8378246979472262
1720523460,Stellar,XLM,0.0880201985704812
1720523460,EOS,EOS,0.5170006581011218
1720523490,Bitcoin,BTC,57374.1763788478946905
1720523490,Ethereum,ETH,3077.2927958327557410
1720523490,Dogecoin,DOGE,0.1080506976561450
1720523490,Cardano,ADA,0.3730121930689978
1720523490,TRON,TRX,0.1289214246395267
1720523490,Polkadot,DOT,6.0855654769144987
1720523490,Litecoin,LTC,65.8134172855909155
1720523490,Stellar,XLM,0.0879681137302592
1720523490,EOS,EOS,0.5167652328524599
1720530716,Bitcoin,BTC,57264.9831010461301941
1720530716,Ethereum,ETH,3070.0867992900690499
1720530716,Dogecoin,DOGE,0.1079204397551485
1720530716,Cardano,ADA,0.3714704718938178
1720530716,TRON,TRX,0.1289212804833139
1720530716,Polkadot,DOT,6.0747996081623729
1720530716,Litecoin,LTC,65.6734337780788537
1720530716,Stellar,XLM,0.0870055925953673
1720530716,EOS,EOS,0.5143712999375253
1720530747,Bitcoin,BTC,57274.3763173187088621
1720530747,Ethereum,ETH,3070.1780169310611923
1720530747,Dogecoin,DOGE,0.1079175607243612
1720530747,Cardano,ADA,0.3715733332340983
